user_id,average_tweets_daily,average_retweets_daily,average_hashtags,average_urls,average_followers,right_partiality,left_partiality,polarity,subjectivity,average_tweet_size,label,date
SUNSANB,0.8556149732620321,0.026737967914438502,1.606060606060606,0.37575757575757573,38.981818181818184,0.006060606060606061,0.024242424242424242,0.03417562530062531,0.4187352966898421,74.91515151515152,Fearmonger,2015-11-15 00:00:00
SUSANPETERSON_,0.15384615384615385,0.008547008547008548,2.0526315789473686,0.42105263157894735,70.0,0.05263157894736842,0.0,-0.04225677830940989,0.4667464114832535,81.52631578947368,Fearmonger,2015-11-24 00:00:00
SUSAYUNG,0.36363636363636365,1.9866962305986697,0.7575471698113208,0.8018867924528302,602.3405660377358,0.035849056603773584,0.0330188679245283,0.051543267531843594,0.2969338970341329,100.22735849056603,LeftTroll,2016-01-01 00:00:00
SUTTON_TWEET,47.0,0.0,2.4893617021276597,0.0425531914893617,54.0,0.02127659574468085,0.2978723404255319,-0.05540160981650344,0.25502378138016435,86.19148936170212,RightTroll,2016-03-22 00:00:00
SWEETKERRY54,0.5721925133689839,0.06951871657754011,1.9,0.4583333333333333,46.68333333333333,0.025,0.025,0.07470736757455508,0.34584441638608304,78.40833333333333,Fearmonger,2015-11-17 00:00:00
T0NYACRAWFORD,0.20918367346938777,0.030612244897959183,0.5531914893617021,0.3191489361702128,123.34042553191489,0.02127659574468085,0.02127659574468085,0.18855807313254122,0.38742976881274754,58.93617021276596,RightTroll,2016-01-15 00:00:00
T0NYASINCLAIR,0.8181818181818182,0.678030303030303,0.5974683544303797,0.2746835443037975,342.7151898734177,0.012658227848101266,0.02911392405063291,0.0864512532342833,0.32333157079676067,72.49873417721518,HashtagGamer,2015-01-11 00:00:00
T0NY_0BRIEN,0.23703703703703705,0.2,1.271186440677966,0.1694915254237288,85.11864406779661,0.01694915254237288,0.05084745762711865,-0.004767958030669892,0.2928900995426419,74.9322033898305,RightTroll,2015-05-12 00:00:00
TAMAFLAN,0.10614525139664804,0.0335195530726257,1.52,0.16,85.08,0.12,0.0,0.07074350649350648,0.3718246753246753,87.32,RightTroll,2016-01-15 00:00:00
TAMI8569,0.4365079365079365,0.1984126984126984,2.3,0.2125,75.15,0.0375,0.075,-0.023188401875901873,0.2819440836940837,84.325,Fearmonger,2015-10-24 00:00:00
TAMMY_TAMH,1.271523178807947,0.039735099337748346,1.595959595959596,0.4090909090909091,42.28787878787879,0.015151515151515152,0.020202020202020204,0.13945682868268094,0.4372068153507548,78.1010101010101,Fearmonger,2015-11-15 00:00:00
TAN_BRAY,0.12903225806451613,0.020161290322580645,2.0,0.05405405405405406,66.10810810810811,0.05405405405405406,0.05405405405405406,-0.0044419419419419424,0.3261386386386386,88.64864864864865,RightTroll,2016-01-15 00:00:00
TARAFORMATION,0.0,4.55,0.6318681318681318,0.9120879120879121,467.9478021978022,0.03021978021978022,0.0521978021978022,0.08344621095082548,0.2822328233935377,106.73626373626374,LeftTroll,2016-10-06 00:00:00
TAYYSSTRUT,6.0,0.0,0.0,2.0,0.0,0.16666666666666666,0.0,0.11875000000000001,0.3541666666666667,107.33333333333333,RightTroll,2017-07-22 00:00:00
TEDSANDERSS,0.020833333333333332,0.015625,0.8571428571428571,1.2857142857142858,49.142857142857146,0.0,0.0,0.038095238095238106,0.37142857142857144,70.71428571428571,Fearmonger,2015-11-26 00:00:00
TEN_GOP,16.594249201277954,1.4728434504792332,0.6818744473916888,0.804155614500442,61161.406808134394,0.07161803713527852,0.1482758620689655,0.062404538701828806,0.33023227504312824,113.39062776304155,RightTroll,2017-01-01 00:00:00
TERESA_BOY_LE,0.6417112299465241,0.0106951871657754,2.1147540983606556,0.3360655737704918,33.28688524590164,0.02459016393442623,0.02459016393442623,0.03372838454805668,0.3142211044874979,79.45901639344262,Fearmonger,2015-11-15 00:00:00
TERRANCEPATIENT,0.7435897435897436,0.20512820512820512,1.5135135135135136,0.08108108108108109,56.270270270270274,0.05405405405405406,0.02702702702702703,-0.017090304590304594,0.2869637494637495,84.75675675675676,LeftTroll,2015-07-11 00:00:00
TERRIISTOOGOOD,0.8387096774193549,0.0,0.2692307692307692,0.32051282051282054,66.47435897435898,0.0,0.05128205128205128,0.2101695526695527,0.4554020516520518,62.53846153846154,RightTroll,2015-05-13 00:00:00
TERRYBEVER_LY,0.5662650602409639,0.3373493975903614,2.0,0.25333333333333335,32.50666666666667,0.02666666666666667,0.08,0.10624684944684944,0.404896023729357,75.54666666666667,Fearmonger,2015-11-15 00:00:00
TESSSFINN,0.20454545454545456,0.02727272727272727,1.3333333333333333,0.21568627450980393,75.11764705882354,0.058823529411764705,0.0196078431372549,0.1053382653566477,0.3468950711597771,76.90196078431373,RightTroll,2016-01-29 00:00:00
TESSYELMORE,0.3069164265129683,1.505763688760807,0.7011128775834659,0.7631160572337043,1737.718600953895,0.030206677265500796,0.05802861685214626,0.05055366405478423,0.29282329933065226,100.96343402225754,LeftTroll,2016-01-10 00:00:00
TESS_SNIDER,0.4176372712146423,1.3011647254575707,0.9593417231364957,0.23814133591481124,1581.1897386253631,0.01452081316553727,0.011616650532429816,0.0244814519360744,0.2599678576058053,69.60503388189738,HashtagGamer,2017-01-10 00:00:00
THAASLITT,6.0,0.0,0.0,2.0,0.0,0.16666666666666666,0.0,0.19053030303030302,0.4670454545454545,107.5,RightTroll,2017-07-22 00:00:00
THEFOUNDINGSON,11.502255639097744,1.8120300751879699,0.7122204653264061,0.8449288457194488,27350.46058278744,0.05545516150892252,0.10356900835780439,0.06417499851654292,0.295593473243829,89.45504856562006,RightTroll,2016-01-01 00:00:00
THEGRANDTAYLOR,0.12371134020618557,0.010309278350515464,0.6923076923076923,0.15384615384615385,66.0,0.0,0.07692307692307693,-0.03278388278388277,0.3544871794871795,66.38461538461539,RightTroll,2015-06-14 00:00:00
THELMMISB,116.0,4.3478260869565215,0.6138005780346821,1.2384393063583814,741.1275289017341,0.05310693641618497,0.1282514450867052,0.008568783663748015,0.34006357193337866,125.34176300578035,RightTroll,2017-07-27 00:00:00
THEMANMACHINE17,0.630188679245283,0.9018867924528302,1.6083743842364533,0.6330049261083743,324.07142857142856,0.03201970443349754,0.15517241379310345,0.08200963033898687,0.28432274377009603,103.60344827586206,RightTroll,2016-01-10 00:00:00
THETRAINGUY13,1.0851063829787233,0.425531914893617,0.43661971830985913,0.7676056338028169,574.2816901408451,0.06690140845070422,0.17253521126760563,0.05239929687552927,0.31910823315312753,125.17605633802818,RightTroll,2018-01-10 00:00:00
TODAYBOSTONMA,14.76126126126126,0.04954954954954955,0.6823296836982968,0.8476277372262774,14416.728254257907,0.017639902676399026,0.046532846715328466,0.025206251075510507,0.19053597443519127,78.49543795620438,NewsFeed,2017-01-01 00:00:00
TODAYCINCINNATI,21.3224043715847,0.06557377049180328,0.18165559529892694,1.7150400272525974,16643.737353091467,0.009027422926247659,0.014222449327201498,0.04342805455456622,0.18737169769431097,91.55808209845001,NewsFeed,2017-01-01 00:00:00
TODAYCLEVELAND,35.25,0.0,1.32396799418076,0.29705400981996727,7794.1715766503,0.030187306783051465,0.035824695399163484,0.02679620862222244,0.21178703059323398,105.69194398981632,NewsFeed,2015-01-20 00:00:00
TODAYINSYRIA,20.608516483516482,0.5467032967032966,1.1167456658658528,1.245438607882605,22385.704175053568,0.008505941172651127,0.02551782351795338,0.009766346723735855,0.15789620150229042,101.97759885721706,NewsFeed,2016-01-01 00:00:00
TODAYMIAMI,14.693514644351465,0.029288702928870293,0.7860746003552398,1.082557726465364,15530.83971580817,0.012433392539964476,0.025648312611012435,0.03436948631429093,0.1816713937992801,91.25008880994672,NewsFeed,2015-01-01 00:00:00
TODAYNYCITY,36.02534113060429,0.03313840155945419,0.005622229430208671,1.897286193101957,61275.07362958157,0.01010920099470213,0.01675856849389123,-0.0169236976858071,0.20269981564773568,102.35398421450968,NewsFeed,2017-01-01 00:00:00
MARRISSATRR,203.8695652173913,6.869565217391305,1.926346193521766,0.52259129358366,905.1522591293584,0.05714875180524036,0.11305962451000619,0.04241443793399155,0.3300945914686373,128.74540953166908,RightTroll,2017-07-30 00:00:00
MARTINAFFF,0.228310502283105,0.045662100456621,0.9166666666666666,0.1,67.46666666666667,0.15,0.05,0.0037999037999037963,0.3622017797017797,79.45,RightTroll,2015-12-16 00:00:00
MARTINES_TWEETS,0.5906735751295337,0.015544041450777202,2.4358974358974357,0.5726495726495726,44.55555555555556,0.02564102564102564,0.0,0.01846028743731736,0.4256152046750338,83.11965811965813,Fearmonger,2015-11-17 00:00:00
MARTINIVINE,0.7379134860050891,1.826972010178117,1.2906746031746033,0.7470238095238095,264.25198412698415,0.051587301587301584,0.10714285714285714,0.05858900610288918,0.2739719796664241,104.5813492063492,RightTroll,2016-01-11 00:00:00
MATEVIDENCE,6.264150943396227,0.006289308176100629,0.42778335005015045,0.9608826479438315,4424.765295887663,0.014042126379137413,0.026078234704112337,0.009097948456963,0.15416428638971266,96.69859578736208,NewsFeed,2016-01-01 00:00:00
